INFO 2025-01-06 13:10:41,678 autoreload Watching for file changes with StatReloader
DEBUG 2025-01-06 13:10:42,091 autoreload File /usr/lib/python3.10/unittest/signals.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,091 autoreload File /usr/lib/python3.10/wsgiref/simple_server.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,091 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework_simplejwt/__init__.py first seen with mtime 1734969281.8828688
DEBUG 2025-01-06 13:10:42,091 autoreload File /usr/lib/python3/dist-packages/idna/idnadata.py first seen with mtime 1715332016.0
DEBUG 2025-01-06 13:10:42,091 autoreload File /usr/lib/python3.10/operator.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,091 autoreload File /usr/lib/python3.10/token.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,092 autoreload File /usr/lib/python3.10/importlib/_adapters.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,092 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/cache/utils.py first seen with mtime 1732121715.3564212
DEBUG 2025-01-06 13:10:42,092 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/http/__init__.py first seen with mtime 1732121715.4244235
DEBUG 2025-01-06 13:10:42,092 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/mixins.py first seen with mtime 1732671820.5122147
DEBUG 2025-01-06 13:10:42,092 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/conf/__init__.py first seen with mtime 1732121714.6003962
DEBUG 2025-01-06 13:10:42,092 autoreload File /usr/lib/python3.10/asyncio/base_events.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,092 autoreload File /usr/lib/python3/dist-packages/urllib3/util/ssl_.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,093 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/views/generic/list.py first seen with mtime 1732121715.4524245
DEBUG 2025-01-06 13:10:42,093 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/sqlite3/introspection.py first seen with mtime 1732121715.3884223
DEBUG 2025-01-06 13:10:42,093 autoreload File /usr/lib/python3.10/_weakrefset.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,093 autoreload File /usr/lib/python3.10/bisect.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,093 autoreload File /home/fidel/.local/lib/python3.10/site-packages/sqlparse/tokens.py first seen with mtime 1732121714.447391
DEBUG 2025-01-06 13:10:42,093 autoreload File /usr/lib/python3.10/gzip.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,093 autoreload File /usr/lib/python3.10/tokenize.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,094 autoreload File /usr/lib/python3/dist-packages/urllib3/packages/__init__.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,094 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/permissions.py first seen with mtime 1732671820.5142148
DEBUG 2025-01-06 13:10:42,094 autoreload File /usr/lib/python3.10/copy.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,094 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/utils/__init__.py first seen with mtime 1732671820.6192179
DEBUG 2025-01-06 13:10:42,094 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/fields/__init__.py first seen with mtime 1732121715.1814156
DEBUG 2025-01-06 13:10:42,094 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/servers/basehttp.py first seen with mtime 1732121715.3754218
DEBUG 2025-01-06 13:10:42,095 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/paginator.py first seen with mtime 1732121715.3554213
DEBUG 2025-01-06 13:10:42,095 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/base/creation.py first seen with mtime 1732121715.3774219
DEBUG 2025-01-06 13:10:42,095 autoreload File /usr/lib/python3/dist-packages/chardet/mbcssm.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,095 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/sqlite3/features.py first seen with mtime 1732121715.3884223
DEBUG 2025-01-06 13:10:42,096 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/sql/where.py first seen with mtime 1732121715.405423
DEBUG 2025-01-06 13:10:42,096 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1732121715.3534212
DEBUG 2025-01-06 13:10:42,096 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/files/uploadhandler.py first seen with mtime 1732121715.3624215
DEBUG 2025-01-06 13:10:42,096 autoreload File /usr/lib/python3/dist-packages/chardet/langthaimodel.py first seen with mtime 1607626374.0
DEBUG 2025-01-06 13:10:42,096 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/utils/humanize_datetime.py first seen with mtime 1732671820.621218
DEBUG 2025-01-06 13:10:42,097 autoreload File /usr/lib/python3.10/quopri.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,097 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/utils/timezone.py first seen with mtime 1732671820.623218
DEBUG 2025-01-06 13:10:42,097 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/sessions/apps.py first seen with mtime 1732121715.259418
DEBUG 2025-01-06 13:10:42,097 autoreload File /usr/lib/python3.10/encodings/aliases.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,097 autoreload File /usr/lib/python3.10/site.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,097 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/__init__.py first seen with mtime 1732121715.4384239
DEBUG 2025-01-06 13:10:42,098 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/__init__.py first seen with mtime 1732671820.5062144
DEBUG 2025-01-06 13:10:42,098 autoreload File /usr/lib/python3/dist-packages/chardet/gb2312prober.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,098 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/helpers.py first seen with mtime 1732121714.7073996
DEBUG 2025-01-06 13:10:42,098 autoreload File /usr/lib/python3.10/socketserver.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,098 autoreload File /usr/lib/python3.10/_markupbase.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,098 autoreload File /usr/lib/python3/dist-packages/requests/sessions.py first seen with mtime 1685985153.0
DEBUG 2025-01-06 13:10:42,098 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/authtoken/admin.py first seen with mtime 1732671820.529215
DEBUG 2025-01-06 13:10:42,099 autoreload File /home/fidel/.local/lib/python3.10/site-packages/asgiref/__init__.py first seen with mtime 1732121714.4933927
DEBUG 2025-01-06 13:10:42,099 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/metadata.py first seen with mtime 1732671820.5112145
DEBUG 2025-01-06 13:10:42,099 autoreload File /usr/lib/python3/dist-packages/urllib3/util/proxy.py first seen with mtime 1622048489.0
DEBUG 2025-01-06 13:10:42,099 autoreload File /home/fidel/Task_management_api/tasks/models.py first seen with mtime 1735238762.7665699
DEBUG 2025-01-06 13:10:42,099 autoreload File /usr/lib/python3.10/zipfile.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,099 autoreload File /usr/lib/python3.10/importlib/metadata/_collections.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,099 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/template/loaders/cached.py first seen with mtime 1732121715.4334238
DEBUG 2025-01-06 13:10:42,100 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/module_loading.py first seen with mtime 1732121715.4444242
DEBUG 2025-01-06 13:10:42,100 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/forms/array.py first seen with mtime 1732121715.1824155
DEBUG 2025-01-06 13:10:42,100 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/urls/utils.py first seen with mtime 1732121715.4384239
DEBUG 2025-01-06 13:10:42,100 autoreload File /usr/lib/python3.10/asyncio/coroutines.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,100 autoreload File /usr/lib/python3.10/lib-dynload/termios.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,100 autoreload File /usr/lib/python3.10/struct.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,100 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/serializers/python.py first seen with mtime 1732121715.3744218
DEBUG 2025-01-06 13:10:42,100 autoreload File /usr/lib/python3/dist-packages/yaml/error.py first seen with mtime 1611178924.0
DEBUG 2025-01-06 13:10:42,101 autoreload File /usr/lib/python3.10/lzma.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,101 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/files/__init__.py first seen with mtime 1732121715.3614213
DEBUG 2025-01-06 13:10:42,101 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/utils/model_meta.py first seen with mtime 1732671820.622218
DEBUG 2025-01-06 13:10:42,101 autoreload File /usr/lib/python3/dist-packages/urllib3/util/response.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,101 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/views/main.py first seen with mtime 1732121714.8584046
DEBUG 2025-01-06 13:10:42,101 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/http/cookie.py first seen with mtime 1732121715.4244235
DEBUG 2025-01-06 13:10:42,101 autoreload File /usr/lib/python3/dist-packages/pytz/tzinfo.py first seen with mtime 1648114908.0
DEBUG 2025-01-06 13:10:42,102 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/messages/apps.py first seen with mtime 1732121715.1754153
DEBUG 2025-01-06 13:10:42,102 autoreload File /usr/lib/python3/dist-packages/colorama/ansi.py first seen with mtime 1602564393.0
DEBUG 2025-01-06 13:10:42,102 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/forms/hstore.py first seen with mtime 1732121715.1824155
DEBUG 2025-01-06 13:10:42,102 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1732121715.350421
DEBUG 2025-01-06 13:10:42,102 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/template/smartif.py first seen with mtime 1732121715.4314237
DEBUG 2025-01-06 13:10:42,103 autoreload File /usr/lib/python3/dist-packages/yaml/_yaml.cpython-310-x86_64-linux-gnu.so first seen with mtime 1649880576.0
DEBUG 2025-01-06 13:10:42,103 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/auth/signals.py first seen with mtime 1732121714.9114065
DEBUG 2025-01-06 13:10:42,103 autoreload File /usr/lib/python3.10/encodings/idna.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,103 autoreload File /usr/lib/python3.10/asyncio/exceptions.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,103 autoreload File /usr/lib/python3/dist-packages/urllib3/packages/ssl_match_hostname/_implementation.py first seen with mtime 1622048489.0
DEBUG 2025-01-06 13:10:42,103 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/aggregates.py first seen with mtime 1732121715.3944225
DEBUG 2025-01-06 13:10:42,103 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/views/__init__.py first seen with mtime 1732121714.8574047
DEBUG 2025-01-06 13:10:42,104 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/wsgi.py first seen with mtime 1732121715.3554213
DEBUG 2025-01-06 13:10:42,104 autoreload File /usr/lib/python3.10/email/mime/nonmultipart.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,104 autoreload File /usr/lib/python3.10/asyncio/queues.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,104 autoreload File /usr/lib/python3.10/datetime.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,104 autoreload File /usr/lib/python3.10/re.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,104 autoreload File /usr/lib/python3.10/string.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,104 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/validators.py first seen with mtime 1732121715.3554213
DEBUG 2025-01-06 13:10:42,105 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/fields/proxy.py first seen with mtime 1732121715.4004228
DEBUG 2025-01-06 13:10:42,105 autoreload File /usr/lib/python3.10/urllib/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,105 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1732121714.9724085
DEBUG 2025-01-06 13:10:42,105 autoreload File /usr/lib/python3/dist-packages/requests/hooks.py first seen with mtime 1608147266.0
DEBUG 2025-01-06 13:10:42,105 autoreload File /usr/lib/python3/dist-packages/chardet/cp949prober.py first seen with mtime 1491933093.0
DEBUG 2025-01-06 13:10:42,106 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/cache/backends/base.py first seen with mtime 1732121715.3564212
DEBUG 2025-01-06 13:10:42,106 autoreload File /usr/lib/python3.10/ssl.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,106 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/functions/window.py first seen with mtime 1732121715.4034228
DEBUG 2025-01-06 13:10:42,106 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/middleware/cache.py first seen with mtime 1732121715.4264235
DEBUG 2025-01-06 13:10:42,106 autoreload File /usr/lib/python3.10/lib-dynload/_decimal.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,106 autoreload File /usr/lib/python3.10/asyncio/base_subprocess.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,106 autoreload File /usr/lib/python3.10/getpass.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,107 autoreload File /home/fidel/Task_management_api/manage.py first seen with mtime 1734611652.2847602
DEBUG 2025-01-06 13:10:42,107 autoreload File /home/fidel/Task_management_api/tasks/apps.py first seen with mtime 1734611835.6621392
DEBUG 2025-01-06 13:10:42,107 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/migrations/__init__.py first seen with mtime 1732121715.3894224
DEBUG 2025-01-06 13:10:42,107 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/base/operations.py first seen with mtime 1732121715.378422
DEBUG 2025-01-06 13:10:42,107 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/checks/security/csrf.py first seen with mtime 1732121715.3604214
DEBUG 2025-01-06 13:10:42,107 autoreload File /usr/lib/python3/dist-packages/chardet/__init__.py first seen with mtime 1607626374.0
DEBUG 2025-01-06 13:10:42,107 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/fields/array.py first seen with mtime 1732121715.1814156
DEBUG 2025-01-06 13:10:42,108 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/__init__.py first seen with mtime 1732121715.1774154
DEBUG 2025-01-06 13:10:42,108 autoreload File /usr/lib/python3.10/asyncio/locks.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,108 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/auth/views.py first seen with mtime 1732121714.9124064
DEBUG 2025-01-06 13:10:42,108 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/sqlite3/creation.py first seen with mtime 1732121715.3874223
DEBUG 2025-01-06 13:10:42,108 autoreload File /usr/lib/python3.10/logging/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,108 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1732121715.3854222
DEBUG 2025-01-06 13:10:42,109 autoreload File /usr/lib/python3/dist-packages/yaml/serializer.py first seen with mtime 1611178924.0
DEBUG 2025-01-06 13:10:42,109 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/fields/mixins.py first seen with mtime 1732121715.4004228
DEBUG 2025-01-06 13:10:42,109 autoreload File /usr/lib/python3/dist-packages/urllib3/util/timeout.py first seen with mtime 1622048489.0
DEBUG 2025-01-06 13:10:42,109 autoreload File /usr/lib/python3.10/encodings/utf_8.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,109 autoreload File /usr/lib/python3.10/email/_header_value_parser.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,109 autoreload File /usr/lib/python3.10/asyncio/transports.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,109 autoreload File /usr/lib/python3/dist-packages/chardet/euckrfreq.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,110 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/template/engine.py first seen with mtime 1732121715.4294236
DEBUG 2025-01-06 13:10:42,110 autoreload File /usr/lib/python3.10/uu.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,110 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/fields/hstore.py first seen with mtime 1732121715.1814156
DEBUG 2025-01-06 13:10:42,110 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework_simplejwt/views.py first seen with mtime 1734969281.8848689
DEBUG 2025-01-06 13:10:42,110 autoreload File /usr/lib/python3.10/glob.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,110 autoreload File /usr/lib/python3.10/unittest/util.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,110 autoreload File /usr/lib/python3.10/wsgiref/headers.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,110 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/checks/security/__init__.py first seen with mtime 1732121715.3604214
DEBUG 2025-01-06 13:10:42,111 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/options.py first seen with mtime 1732121715.3974226
DEBUG 2025-01-06 13:10:42,111 autoreload File /usr/lib/python3/dist-packages/urllib3/connection.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,111 autoreload File /usr/lib/python3/dist-packages/chardet/charsetgroupprober.py first seen with mtime 1607626374.0
DEBUG 2025-01-06 13:10:42,111 autoreload File /usr/lib/python3/dist-packages/urllib3/_version.py first seen with mtime 1622048489.0
DEBUG 2025-01-06 13:10:42,111 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1732121714.9734085
DEBUG 2025-01-06 13:10:42,112 autoreload File /usr/lib/python3.10/zoneinfo/_common.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,112 autoreload File /usr/lib/python3/dist-packages/requests/cookies.py first seen with mtime 1608147266.0
DEBUG 2025-01-06 13:10:42,112 autoreload File /usr/lib/python3.10/email/mime/text.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,112 autoreload File /usr/lib/python3/dist-packages/apport_python_hook.py first seen with mtime 1720612581.0
DEBUG 2025-01-06 13:10:42,112 autoreload File /home/fidel/.local/lib/python3.10/site-packages/sqlparse/keywords.py first seen with mtime 1732121714.446391
DEBUG 2025-01-06 13:10:42,113 autoreload File /usr/lib/python3.10/multiprocessing/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,113 autoreload File /home/fidel/Task_management_api/tasks/urls.py first seen with mtime 1735237980.0859892
DEBUG 2025-01-06 13:10:42,113 autoreload File /usr/lib/python3.10/asyncio/tasks.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,113 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/options.py first seen with mtime 1732121714.7083998
DEBUG 2025-01-06 13:10:42,113 autoreload File /usr/lib/python3/dist-packages/idna/core.py first seen with mtime 1715332016.0
DEBUG 2025-01-06 13:10:42,114 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/serializers/__init__.py first seen with mtime 1732121715.373422
DEBUG 2025-01-06 13:10:42,114 autoreload File /usr/lib/python3.10/_collections_abc.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,114 autoreload File /usr/lib/python3/dist-packages/chardet/euctwfreq.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,114 autoreload File /usr/lib/python3.10/lib-dynload/_ctypes.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,114 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/template/base.py first seen with mtime 1732121715.4284236
DEBUG 2025-01-06 13:10:42,114 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/views.py first seen with mtime 1732671820.526215
DEBUG 2025-01-06 13:10:42,115 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/_os.py first seen with mtime 1732121715.4384239
DEBUG 2025-01-06 13:10:42,115 autoreload File /usr/lib/python3.10/unittest/loader.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,115 autoreload File /home/fidel/.local/lib/python3.10/site-packages/sqlparse/filters/output.py first seen with mtime 1732121714.4493911
DEBUG 2025-01-06 13:10:42,115 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/mail/utils.py first seen with mtime 1732121715.3654215
DEBUG 2025-01-06 13:10:42,115 autoreload File /usr/lib/python3.10/dis.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,116 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/__init__.py first seen with mtime 1732121715.3754218
DEBUG 2025-01-06 13:10:42,116 autoreload File /usr/lib/python3.10/mimetypes.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,116 autoreload File /usr/lib/python3.10/unittest/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,116 autoreload File /usr/lib/python3/dist-packages/urllib3/util/retry.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,116 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/log.py first seen with mtime 1732121715.4444242
DEBUG 2025-01-06 13:10:42,117 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/validators.py first seen with mtime 1732671820.525215
DEBUG 2025-01-06 13:10:42,118 autoreload File /usr/lib/python3.10/unittest/case.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,118 autoreload File /usr/lib/python3.10/asyncio/trsock.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,118 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/actions.py first seen with mtime 1732121714.7063997
DEBUG 2025-01-06 13:10:42,118 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1732121715.352421
DEBUG 2025-01-06 13:10:42,118 autoreload File /usr/lib/python3/dist-packages/chardet/euctwprober.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,118 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/management/base.py first seen with mtime 1732121715.3674216
DEBUG 2025-01-06 13:10:42,118 autoreload File /usr/lib/python3.10/reprlib.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,119 autoreload File /usr/lib/python3.10/email/errors.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,119 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/base/features.py first seen with mtime 1732121715.378422
DEBUG 2025-01-06 13:10:42,119 autoreload File /usr/lib/python3.10/asyncio/format_helpers.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,119 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/sql/constants.py first seen with mtime 1732121715.4044228
DEBUG 2025-01-06 13:10:42,119 autoreload File /usr/lib/python3.10/weakref.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,119 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/files/storage/handler.py first seen with mtime 1732121715.3634214
DEBUG 2025-01-06 13:10:42,119 autoreload File /home/fidel/.local/lib/python3.10/site-packages/psycopg2/errors.py first seen with mtime 1733445317.1242495
DEBUG 2025-01-06 13:10:42,122 autoreload File /usr/lib/python3.10/lib-dynload/_bz2.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,122 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/constants.py first seen with mtime 1732121715.3944225
DEBUG 2025-01-06 13:10:42,122 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/handlers/wsgi.py first seen with mtime 1732121715.3644216
DEBUG 2025-01-06 13:10:42,122 autoreload File /usr/lib/python3.10/xml/dom/minidom.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,123 autoreload File /usr/lib/python3/dist-packages/chardet/utf8prober.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,123 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/migrations/state.py first seen with mtime 1732121715.3924224
DEBUG 2025-01-06 13:10:42,123 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/templatetags/__init__.py first seen with mtime 1732121715.4334238
DEBUG 2025-01-06 13:10:42,123 autoreload File /usr/lib/python3.10/lib-dynload/_json.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,123 autoreload File /usr/lib/python3.10/email/mime/message.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,123 autoreload File /usr/lib/python3/dist-packages/chardet/langbulgarianmodel.py first seen with mtime 1607626374.0
DEBUG 2025-01-06 13:10:42,124 autoreload File /usr/lib/python3.10/email/utils.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,124 autoreload File /usr/lib/python3.10/json/encoder.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,124 autoreload File /usr/lib/python3.10/concurrent/futures/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,124 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/utils/formatting.py first seen with mtime 1732671820.621218
DEBUG 2025-01-06 13:10:42,124 autoreload File /usr/lib/python3.10/xml/dom/xmlbuilder.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,124 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1732121715.405423
DEBUG 2025-01-06 13:10:42,124 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/views/decorators/common.py first seen with mtime 1732121715.4504244
DEBUG 2025-01-06 13:10:42,125 autoreload File /usr/lib/python3.10/__future__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,125 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/http/response.py first seen with mtime 1732121715.4254236
DEBUG 2025-01-06 13:10:42,125 autoreload File /home/fidel/.local/lib/python3.10/site-packages/psycopg2/_range.py first seen with mtime 1733445317.1282496
DEBUG 2025-01-06 13:10:42,125 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/views/generic/__init__.py first seen with mtime 1732121715.4514244
